==============================================
BraTS 2D Federated Learning
Job ID:       22486370
Node(s):      gpu-q-5
Workdir:      /home/bk489/federated/federated-thesis
Script:       /home/bk489/federated/federated-thesis/experiments/brats/brats_n_clients.py
Partition dir:/home/bk489/federated/federated-thesis/data/partitions/brats2d_8client_heterogeneous/client_data
Global test:  /home/bk489/federated/federated-thesis/data/partitions/brats2d_8client_heterogeneous/global_test
Results dir:  /home/bk489/federated/federated-thesis/results/brats
Strategy:     fedprox (mu=0.2)
Model:        UNet2D base=16
Fraction:     1.0 | DropPercent: 0.0
Rounds:       50 | LocalEpochs: 30
Batch:        4 | LR: 0.01 | Seed: 42
WeightDecay:  0.0 | NumWorkers: 2
Python:       /home/bk489/.conda/envs/fed/bin/python
Python 3.9.16 | packaged by conda-forge | (main, Feb  1 2023, 21:39:03) 
[GCC 11.3.0]
PyTorch 2.8.0+cu128 CUDA: 12.8 CUDA available: True Device count: 1
Tue Feb 10 22:51:07 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.195.03             Driver Version: 570.195.03     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA A100-SXM4-80GB          On  |   00000000:41:00.0 Off |                    0 |
| N/A   33C    P0             67W /  500W |       0MiB /  81920MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
==============================================

>>> Running FEDPROX (mu=0.2) ...

Using global_test_dir: /home/bk489/federated/federated-thesis/data/partitions/brats2d_8client_heterogeneous/global_test (180 files)

============================================================
Federated Learning -- FEDPROX
============================================================
Model:          UNet2D (base=16, 482,915 params)
Input channels: 4
Clients:        8
Rounds:         50
Local epochs:   30
Batch size:     4
Learning rate:  0.01
Weight decay:   0.0
Fraction fit:   1.0
Drop percent:   0.0
Proximal mu:    0.2
Device:         cuda
Partition dir:  /home/bk489/federated/federated-thesis/data/partitions/brats2d_8client_heterogeneous/client_data
============================================================

Client data distribution:
  client_0: train=135  test=15
  client_1: train=295  test=40
  client_2: train=140  test=20
  client_3: train=265  test=30
  client_4: train=180  test=25
  client_5: train=180  test=25
  client_6: train=55  test=10
  client_7: train=65  test=10

    Client 5: loss=1.2677, epochs=30
  Round  33/50: Pooled Loss=0.3135, Pooled Mean=0.8083 (WT=0.8677 TC=0.7766 ET=0.7806) | C0 Mean=0.8027 | C1 Mean=0.7955 | C2 Mean=0.6958 | C3 Mean=0.7770 | C4 Mean=0.8437 | C5 Mean=0.5187 | C6 Mean=0.7932 | C7 Mean=0.5490 WorstC Mean=0.5187 [163.4s]
    Client 2: loss=0.0662, epochs=30
    Client 3: loss=0.0679, epochs=30
    Client 4: loss=0.0654, epochs=30
    Client 1: loss=0.0857, epochs=30
    Client 7: loss=0.2862, epochs=30
    Client 0: loss=0.0590, epochs=30
    Client 6: loss=0.0724, epochs=30
    Client 5: loss=0.1219, epochs=30
  Round  34/50: Pooled Loss=0.3191, Pooled Mean=0.8032 (WT=0.8658 TC=0.7673 ET=0.7765) | C0 Mean=0.8045 | C1 Mean=0.7898 | C2 Mean=0.7088 | C3 Mean=0.7801 | C4 Mean=0.8483 | C5 Mean=0.5206 | C6 Mean=0.7916 | C7 Mean=0.5458 WorstC Mean=0.5206 [164.3s]
    Client 7: loss=0.3322, epochs=30
    Client 3: loss=0.0726, epochs=30
    Client 0: loss=0.0588, epochs=30
    Client 4: loss=0.0636, epochs=30
    Client 5: loss=0.1253, epochs=30
    Client 1: loss=0.0874, epochs=30
    Client 6: loss=0.0718, epochs=30
    Client 2: loss=0.0612, epochs=30
  Round  35/50: Pooled Loss=0.3222, Pooled Mean=0.8002 (WT=0.8685 TC=0.7693 ET=0.7628) | C0 Mean=0.7994 | C1 Mean=0.7815 | C2 Mean=0.6782 | C3 Mean=0.7768 | C4 Mean=0.8437 | C5 Mean=0.5231 | C6 Mean=0.7878 | C7 Mean=0.5529 WorstC Mean=0.5231 [163.9s]
    Client 3: loss=0.0860, epochs=30
    Client 7: loss=0.2716, epochs=30
    Client 1: loss=0.0876, epochs=30
    Client 4: loss=0.0639, epochs=30
    Client 5: loss=0.1167, epochs=30
    Client 2: loss=0.0626, epochs=30
    Client 0: loss=0.0582, epochs=30
    Client 6: loss=0.0744, epochs=30
  Round  36/50: Pooled Loss=0.3177, Pooled Mean=0.8051 (WT=0.8662 TC=0.7728 ET=0.7763) | C0 Mean=0.8067 | C1 Mean=0.7887 | C2 Mean=0.6965 | C3 Mean=0.7782 | C4 Mean=0.8481 | C5 Mean=0.5193 | C6 Mean=0.7990 | C7 Mean=0.5512 WorstC Mean=0.5193 [164.2s]
    Client 1: loss=0.0834, epochs=30
    Client 2: loss=0.0615, epochs=30
    Client 3: loss=0.0775, epochs=30
    Client 5: loss=0.1341, epochs=30
    Client 6: loss=0.0706, epochs=30
    Client 7: loss=0.3124, epochs=30
    Client 4: loss=0.0639, epochs=30
    Client 0: loss=0.0574, epochs=30
  Round  37/50: Pooled Loss=0.3155, Pooled Mean=0.8054 (WT=0.8677 TC=0.7790 ET=0.7695) | C0 Mean=0.8078 | C1 Mean=0.7848 | C2 Mean=0.6764 | C3 Mean=0.7840 | C4 Mean=0.8421 | C5 Mean=0.5163 | C6 Mean=0.7985 | C7 Mean=0.5494 WorstC Mean=0.5163 [164.3s]
    Client 2: loss=0.0615, epochs=30
    Client 7: loss=0.3753, epochs=30
    Client 5: loss=0.1120, epochs=30
    Client 0: loss=0.0569, epochs=30
    Client 6: loss=0.0698, epochs=30
    Client 3: loss=0.1018, epochs=30
    Client 1: loss=0.0801, epochs=30
    Client 4: loss=0.0634, epochs=30
  Round  38/50: Pooled Loss=0.3509, Pooled Mean=0.7619 (WT=0.8683 TC=0.7657 ET=0.6517) | C0 Mean=0.7910 | C1 Mean=0.7275 | C2 Mean=0.6300 | C3 Mean=0.7355 | C4 Mean=0.8003 | C5 Mean=0.4949 | C6 Mean=0.7809 | C7 Mean=0.5421 WorstC Mean=0.4949 [165.5s]
    Client 6: loss=0.0740, epochs=30
    Client 3: loss=0.0668, epochs=30
    Client 0: loss=0.0574, epochs=30
    Client 7: loss=0.2992, epochs=30
    Client 5: loss=0.1188, epochs=30
    Client 2: loss=0.0642, epochs=30
    Client 1: loss=0.0840, epochs=30
    Client 4: loss=0.0627, epochs=30
  Round  39/50: Pooled Loss=0.3230, Pooled Mean=0.8012 (WT=0.8606 TC=0.7688 ET=0.7741) | C0 Mean=0.8012 | C1 Mean=0.7943 | C2 Mean=0.6841 | C3 Mean=0.7793 | C4 Mean=0.8478 | C5 Mean=0.5186 | C6 Mean=0.8000 | C7 Mean=0.5571 WorstC Mean=0.5186 [164.7s]
    Client 5: loss=0.1167, epochs=30
    Client 0: loss=0.0556, epochs=30
    Client 1: loss=0.0787, epochs=30
    Client 3: loss=0.0643, epochs=30
    Client 6: loss=0.0723, epochs=30
    Client 2: loss=0.0587, epochs=30
    Client 4: loss=0.0607, epochs=30
    Client 7: loss=0.2721, epochs=30
  Round  40/50: Pooled Loss=0.3297, Pooled Mean=0.7940 (WT=0.8653 TC=0.7694 ET=0.7472) | C0 Mean=0.7964 | C1 Mean=0.7824 | C2 Mean=0.6662 | C3 Mean=0.7716 | C4 Mean=0.8356 | C5 Mean=0.5282 | C6 Mean=0.7995 | C7 Mean=0.5715 WorstC Mean=0.5282 [164.9s]
    Client 4: loss=0.0617, epochs=30
    Client 1: loss=0.0805, epochs=30
    Client 3: loss=0.0923, epochs=30
    Client 0: loss=0.0569, epochs=30
    Client 5: loss=0.1083, epochs=30
    Client 6: loss=0.0778, epochs=30
    Client 7: loss=0.5310, epochs=30
    Client 2: loss=0.0605, epochs=30
  Round  41/50: Pooled Loss=0.3211, Pooled Mean=0.8044 (WT=0.8623 TC=0.7736 ET=0.7773) | C0 Mean=0.8027 | C1 Mean=0.7940 | C2 Mean=0.6743 | C3 Mean=0.7783 | C4 Mean=0.8464 | C5 Mean=0.5345 | C6 Mean=0.8004 | C7 Mean=0.5641 WorstC Mean=0.5345 [164.0s]
    Client 0: loss=0.0547, epochs=30
    Client 3: loss=0.0667, epochs=30
    Client 4: loss=0.0590, epochs=30
    Client 6: loss=0.0719, epochs=30
    Client 5: loss=0.1049, epochs=30
    Client 1: loss=0.0773, epochs=30
    Client 2: loss=0.0577, epochs=30
    Client 7: loss=0.2861, epochs=30
  Round  42/50: Pooled Loss=0.3235, Pooled Mean=0.8020 (WT=0.8649 TC=0.7697 ET=0.7715) | C0 Mean=0.8081 | C1 Mean=0.7956 | C2 Mean=0.6784 | C3 Mean=0.7791 | C4 Mean=0.8486 | C5 Mean=0.5311 | C6 Mean=0.7997 | C7 Mean=0.5572 WorstC Mean=0.5311 [164.3s]
    Client 1: loss=0.0818, epochs=30
    Client 4: loss=0.0585, epochs=30
    Client 6: loss=0.0686, epochs=30
    Client 7: loss=0.2643, epochs=30
    Client 2: loss=0.0565, epochs=30
    Client 5: loss=0.1057, epochs=30
    Client 0: loss=0.0549, epochs=30
    Client 3: loss=0.0664, epochs=30
  Round  43/50: Pooled Loss=0.3261, Pooled Mean=0.7993 (WT=0.8635 TC=0.7679 ET=0.7666) | C0 Mean=0.8010 | C1 Mean=0.7923 | C2 Mean=0.6871 | C3 Mean=0.7795 | C4 Mean=0.8494 | C5 Mean=0.5274 | C6 Mean=0.8036 | C7 Mean=0.5659 WorstC Mean=0.5274 [164.5s]
    Client 4: loss=0.0569, epochs=30
    Client 1: loss=0.0766, epochs=30
    Client 6: loss=0.0713, epochs=30
    Client 3: loss=0.0747, epochs=30
    Client 5: loss=0.1054, epochs=30
    Client 7: loss=0.2592, epochs=30
    Client 0: loss=0.0539, epochs=30
    Client 2: loss=0.0554, epochs=30
  Round  44/50: Pooled Loss=0.3203, Pooled Mean=0.8037 (WT=0.8707 TC=0.7746 ET=0.7658) | C0 Mean=0.8089 | C1 Mean=0.7927 | C2 Mean=0.6812 | C3 Mean=0.7703 | C4 Mean=0.8438 | C5 Mean=0.5390 | C6 Mean=0.7979 | C7 Mean=0.5725 WorstC Mean=0.5390 [163.7s]
    Client 7: loss=0.3722, epochs=30
    Client 1: loss=0.0795, epochs=30
    Client 5: loss=0.1040, epochs=30
    Client 4: loss=0.0578, epochs=30
    Client 0: loss=0.0684, epochs=30
    Client 6: loss=0.0707, epochs=30
    Client 2: loss=0.0566, epochs=30
    Client 3: loss=0.0757, epochs=30
  Round  45/50: Pooled Loss=0.3248, Pooled Mean=0.7963 (WT=0.8741 TC=0.7748 ET=0.7400) | C0 Mean=0.8042 | C1 Mean=0.7727 | C2 Mean=0.6568 | C3 Mean=0.7604 | C4 Mean=0.8353 | C5 Mean=0.5324 | C6 Mean=0.7810 | C7 Mean=0.5752 WorstC Mean=0.5324 [163.3s]
    Client 1: loss=0.0851, epochs=30
    Client 7: loss=0.2362, epochs=30
    Client 4: loss=0.0571, epochs=30
    Client 0: loss=0.0531, epochs=30
    Client 2: loss=0.0546, epochs=30
    Client 6: loss=0.0699, epochs=30
    Client 3: loss=0.0624, epochs=30
    Client 5: loss=0.1055, epochs=30
  Round  46/50: Pooled Loss=0.3203, Pooled Mean=0.8043 (WT=0.8668 TC=0.7705 ET=0.7757) | C0 Mean=0.8091 | C1 Mean=0.7957 | C2 Mean=0.6880 | C3 Mean=0.7808 | C4 Mean=0.8536 | C5 Mean=0.5313 | C6 Mean=0.7993 | C7 Mean=0.5633 WorstC Mean=0.5313 [164.5s]
    Client 2: loss=0.0549, epochs=30
    Client 4: loss=0.0574, epochs=30
    Client 7: loss=0.3220, epochs=30
    Client 6: loss=0.0686, epochs=30
    Client 1: loss=0.0888, epochs=30
    Client 3: loss=0.0609, epochs=30
    Client 5: loss=0.1014, epochs=30
    Client 0: loss=0.0524, epochs=30
  Round  47/50: Pooled Loss=0.3245, Pooled Mean=0.8016 (WT=0.8620 TC=0.7687 ET=0.7742) | C0 Mean=0.8005 | C1 Mean=0.7963 | C2 Mean=0.6790 | C3 Mean=0.7855 | C4 Mean=0.8553 | C5 Mean=0.5202 | C6 Mean=0.8005 | C7 Mean=0.5501 WorstC Mean=0.5202 [163.8s]
    Client 6: loss=0.0681, epochs=30
    Client 5: loss=0.1010, epochs=30
    Client 1: loss=0.0793, epochs=30
    Client 0: loss=0.0531, epochs=30
    Client 2: loss=0.0556, epochs=30
    Client 4: loss=0.0565, epochs=30
    Client 7: loss=0.2707, epochs=30
    Client 3: loss=0.0933, epochs=30
  Round  48/50: Pooled Loss=0.3165, Pooled Mean=0.8069 (WT=0.8681 TC=0.7792 ET=0.7733) | C0 Mean=0.8171 | C1 Mean=0.7965 | C2 Mean=0.6798 | C3 Mean=0.7856 | C4 Mean=0.8536 | C5 Mean=0.5295 | C6 Mean=0.8106 | C7 Mean=0.5730 WorstC Mean=0.5295 [164.3s]
    Client 1: loss=0.0735, epochs=30
    Client 4: loss=0.0555, epochs=30
    Client 7: loss=0.3626, epochs=30
    Client 6: loss=0.0671, epochs=30
    Client 0: loss=0.0519, epochs=30
    Client 5: loss=0.0987, epochs=30
    Client 3: loss=0.0611, epochs=30
    Client 2: loss=0.0534, epochs=30
  Round  49/50: Pooled Loss=0.3233, Pooled Mean=0.8032 (WT=0.8637 TC=0.7728 ET=0.7731) | C0 Mean=0.8122 | C1 Mean=0.7953 | C2 Mean=0.6693 | C3 Mean=0.7809 | C4 Mean=0.8519 | C5 Mean=0.5335 | C6 Mean=0.8001 | C7 Mean=0.5725 WorstC Mean=0.5335 [166.6s]
    Client 1: loss=0.0713, epochs=30
    Client 7: loss=0.2627, epochs=30
    Client 5: loss=0.1006, epochs=30
    Client 6: loss=0.0674, epochs=30
    Client 3: loss=0.0603, epochs=30
    Client 0: loss=0.0511, epochs=30
    Client 4: loss=0.0542, epochs=30
    Client 2: loss=0.0592, epochs=30
  Round  50/50: Pooled Loss=0.3314, Pooled Mean=0.7956 (WT=0.8622 TC=0.7697 ET=0.7550) | C0 Mean=0.8046 | C1 Mean=0.7842 | C2 Mean=0.6699 | C3 Mean=0.7803 | C4 Mean=0.8467 | C5 Mean=0.5363 | C6 Mean=0.7984 | C7 Mean=0.5754 WorstC Mean=0.5363 [164.0s]

============================================================
RESULTS SUMMARY
============================================================
Strategy:            FEDPROX (mu=0.2)
Global MeanPresent:  0.7956 (best=0.8120)
Global WT:           0.8622
Global TC:           0.7697
Global ET:           0.7550
Worst-client Mean:   0.5363
Client 0 MeanPresent: 0.8046 (best=0.8192)
Client 1 MeanPresent: 0.7842 (best=0.7965)
Client 2 MeanPresent: 0.6699 (best=0.7138)
Client 3 MeanPresent: 0.7803 (best=0.7856)
Client 4 MeanPresent: 0.8467 (best=0.8553)
Client 5 MeanPresent: 0.5363 (best=0.5390)
Client 6 MeanPresent: 0.7984 (best=0.8151)
Client 7 MeanPresent: 0.5754 (best=0.5754)
Convergence 50%:     round 1
Convergence 60%:     round 2
Convergence 70%:     round 3
Total Time:          8230.97s (137.2min)
============================================================

Results saved to: /home/bk489/federated/federated-thesis/results/brats/fedprox_brats_r50_mu0.2_20260211_010821_results.json

>>> FEDPROX done.

All done. Results in: /home/bk489/federated/federated-thesis/results/brats
